_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitute,Longitude
67d080a44fc46d09f7f7922d,Jogo de panelas,utilidades domesticas,126.59,4.3249757326,2021-02-01,Juliana Costa,RS,1,cartao_credito,3,-30.17,-53.5
67d080a44fc46d09f7f7922e,Guitarra,instrumentos musicais,1158.33,62.2086923009,2022-02-01,Bruno Rodrigues,SP,4,cartao_credito,2,-22.19,-48.79
67d080a44fc46d09f7f7922f,Dashboards com Power BI,livros,57.63,9.3105595123,2022-02-01,Bianca Santos,SP,3,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f79230,Copo térmico,esporte e lazer,50.31,0.0,2022-02-01,Beatriz Moraes,RJ,1,cartao_credito,2,-22.25,-42.66
67d080a44fc46d09f7f79231,Corda de pular,esporte e lazer,21.88,0.0,2022-02-01,Larissa Alves,SC,5,cartao_credito,5,-27.45,-50.95
67d080a44fc46d09f7f79232,Mesa de jantar,moveis,264.63,14.6218559113,2022-02-01,Thiago Silva,MG,5,cartao_credito,4,-18.1,-44.38
67d080a44fc46d09f7f79233,Ciência de dados com python,livros,79.28,1.8058605601,2022-02-01,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f79234,Bicicleta,esporte e lazer,520.28,27.9864706964,2022-02-01,Rafael Costa,SP,5,cartao_credito,5,-22.19,-48.79
67d080a44fc46d09f7f79235,Mochila,esporte e lazer,147.99,5.4644613527,2022-02-01,João Souza,SP,4,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f79236,Poltrona,moveis,251.37,10.969135344,2022-02-01,Isabella Pereira,AL,4,boleto,1,-9.62,-36.82
67d080a44fc46d09f7f79237,Dashboards com Power BI,livros,41.76,2.7546988942,2022-02-01,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f79238,Ciência de dados com python,livros,82.15,1.958679426,2023-02-01,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
67d080a44fc46d09f7f79239,Smartwatch,eletronicos,184.84,17.9198218199,2023-02-01,Lucas Oliveira,BA,4,cartao_credito,3,-13.29,-41.71
67d080a44fc46d09f7f7923a,Bola de vôlei,esporte e lazer,55.1,3.2170351457,2023-02-01,Bianca Santos,SP,1,cartao_credito,4,-22.19,-48.79
67d080a44fc46d09f7f7923b,Cômoda,moveis,417.02,19.7894995019,2023-02-01,Felipe Santos,PR,5,cartao_credito,2,-24.89,-51.55
67d080a44fc46d09f7f7923c,Fone de ouvido,eletronicos,108.12,6.6969125635,2023-02-01,Beatriz Moraes,PR,4,cartao_credito,5,-24.89,-51.55
67d080a44fc46d09f7f7923d,Lava louças,eletrodomesticos,1702.95,88.2614034053,2023-02-01,João Souza,PR,2,cartao_credito,10,-24.89,-51.55
67d080a44fc46d09f7f7923e,TV Led UHD 4K,eletronicos,2404.01,125.5907393338,2023-02-01,Pedro Gomes,MG,5,cartao_credito,2,-18.1,-44.38
67d080a44fc46d09f7f7923f,Modelagem preditiva,livros,70.49,1.337819504,2023-02-01,Isabella Pereira,PE,4,cupom,1,-8.38,-37.86
67d080a44fc46d09f7f79240,Dashboards com Power BI,livros,40.98,0.0,2023-02-01,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
67d080a44fc46d09f7f79241,Assistente virtual,eletronicos,214.5,9.0059187638,2023-02-01,Thiago Silva,BA,5,cartao_credito,10,-13.29,-41.71
67d080a44fc46d09f7f7924a,Geladeira,eletrodomesticos,2774.0,147.9902805969,2021-03-01,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
67d080a44fc46d09f7f7924b,Lavadora de roupas,eletrodomesticos,2034.43,108.8583816384,2021-03-01,Thiago Silva,RS,5,cartao_credito,2,-30.17,-53.5
67d080a44fc46d09f7f7924c,Celular ABXY,eletronicos,1522.65,87.3184671407,2021-03-01,Juliana Costa,SP,1,cartao_credito,4,-22.19,-48.79
67d080a44fc46d09f7f7924d,Xadrez de madeira,brinquedos,28.76,0.0,2021-03-01,Lucas Oliveira,SP,4,cartao_credito,5,-22.19,-48.79
67d080a44fc46d09f7f7924e,Fogão,eletrodomesticos,1378.02,74.7745347061,2021-03-01,Beatriz Moraes,MS,5,boleto,1,-20.51,-54.54
67d080a44fc46d09f7f7924f,Cubo mágico 8x8,brinquedos,14.52,3.9369626407,2021-03-01,Thiago Silva,DF,5,cartao_credito,5,-15.83,-47.86
67d080a44fc46d09f7f79250,Micro-ondas,eletrodomesticos,930.94,47.1541934231,2021-03-01,Thiago Silva,PE,5,cartao_credito,10,-8.38,-37.86
67d080a44fc46d09f7f79251,Corda de pular,esporte e lazer,32.96,11.3359643772,2022-03-01,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f79252,Celular ABXY,eletronicos,1100.5,59.2853264023,2022-03-01,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f79253,Bola de vôlei,esporte e lazer,54.42,3.1808271914,2022-03-01,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f79254,Guarda roupas,moveis,663.54,36.0185209544,2022-03-01,Juliana Costa,RS,3,cartao_credito,10,-30.17,-53.5
67d080a44fc46d09f7f79255,Lavadora de roupas,eletrodomesticos,2060.2,107.2838911531,2022-03-01,Mariana Ferreira,PB,4,cartao_credito,5,-7.28,-36.72
67d080a44fc46d09f7f79256,Carrinho controle remoto,brinquedos,116.0,3.7610900916,2022-03-01,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f79257,Sofá retrátil,moveis,890.4,44.9955603837,2022-03-01,Rafael Costa,RS,4,boleto,1,-30.17,-53.5
67d080a44fc46d09f7f79258,Mesa de jantar,moveis,476.88,22.9768644188,2022-03-01,João Souza,MG,4,cartao_credito,10,-18.1,-44.38
67d080a44fc46d09f7f79259,Ciência de dados com python,livros,50.51,10.2450858314,2022-03-01,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
67d080a44fc46d09f7f7925a,Headset,eletronicos,219.88,11.9967253244,2022-03-01,Mariana Ferreira,CE,5,cartao_credito,4,-5.2,-39.53
67d080a44fc46d09f7f7925b,Pandeiro,instrumentos musicais,109.52,3.416049586,2022-03-01,Pedro Gomes,PE,5,cartao_credito,1,-8.38,-37.86
67d080a44fc46d09f7f7925c,Lavadora de roupas,eletrodomesticos,1732.36,89.8273974282,2022-03-01,Bruno Rodrigues,RJ,5,cartao_credito,2,-22.25,-42.66
67d080a44fc46d09f7f7925d,Modelagem preditiva,livros,71.64,1.3990535443,2023-03-01,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
67d080a44fc46d09f7f7925e,Bateria,instrumentos musicais,535.83,26.1157745734,2023-03-01,Felipe Santos,MG,5,cartao_credito,8,-18.1,-44.38
67d080a44fc46d09f7f7925f,Dashboards com Power BI,livros,43.35,3.2481049178,2023-03-01,Rafael Costa,BA,5,cartao_credito,2,-13.29,-41.71
67d080a44fc46d09f7f79260,Dinossauro Rex,brinquedos,28.71,2.2157332793,2023-03-01,Bruno Rodrigues,RJ,5,cartao_credito,7,-22.25,-42.66
67d080a44fc46d09f7f79261,Bicicleta,esporte e lazer,406.16,22.3138102573,2023-03-01,Bruno Rodrigues,PA,4,cartao_credito,6,-3.79,-52.48
67d080a44fc46d09f7f79262,Cama box,moveis,834.98,44.9912775682,2023-03-01,Mariana Ferreira,SP,1,cartao_credito,3,-22.19,-48.79
67d080a44fc46d09f7f79267,Assistente virtual,eletronicos,180.46,10.295964254,2021-04-01,Lucas Oliveira,PE,1,cartao_credito,4,-8.38,-37.86
67d080a44fc46d09f7f79268,Boneca bebê,brinquedos,67.88,4.1406707791,2021-04-01,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
67d080a44fc46d09f7f79269,Bicicleta,esporte e lazer,773.72,41.729366863,2021-04-01,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
67d080a44fc46d09f7f7926a,Lavadora de roupas,eletrodomesticos,1822.44,94.6238864312,2021-04-01,Thiago Silva,MS,3,cartao_credito,5,-20.51,-54.54
67d080a44fc46d09f7f7926b,Pandeiro,instrumentos musicais,58.75,6.292077079,2021-04-01,Juliana Costa,SP,3,cupom,1,-22.19,-48.79
67d080a44fc46d09f7f7926c,Guitarra,instrumentos musicais,892.6,48.0545296884,2021-04-01,Mariana Ferreira,PR,4,boleto,1,-24.89,-51.55
67d080a44fc46d09f7f7926d,Panela de pressão,utilidades domesticas,94.58,2.6205395316,2021-04-01,Juliana Costa,DF,5,cartao_credito,10,-15.83,-47.86
67d080a44fc46d09f7f7926e,Mesa de centro,moveis,217.42,19.3750120217,2021-04-01,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
67d080a44fc46d09f7f7926f,Iniciando em programação,livros,83.18,5.1160969115,2021-04-01,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
67d080a44fc46d09f7f79270,Boneca bebê,brinquedos,51.2,3.2573504949,2021-04-01,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f79271,Dashboards com Power BI,livros,40.85,0.0,2021-04-01,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f79272,Celular ABXY,eletronicos,1578.34,81.6262957825,2021-04-01,Bianca Santos,SP,4,cartao_credito,2,-22.19,-48.79
67d080a44fc46d09f7f79273,Guarda roupas,moveis,666.47,33.0719615556,2022-04-01,Rafael Costa,MA,5,boleto,1,-5.42,-45.44
67d080a44fc46d09f7f79274,Cômoda,moveis,331.48,15.2347518407,2022-04-01,Isabella Pereira,MG,5,cartao_credito,10,-18.1,-44.38
67d080a44fc46d09f7f79275,Impressora,eletronicos,363.8,20.0582676933,2022-04-01,Isabella Pereira,RJ,5,cartao_credito,5,-22.25,-42.66
67d080a44fc46d09f7f79276,Faqueiro,utilidades domesticas,76.93,4.9847062385,2022-04-01,Bianca Santos,SP,4,cartao_credito,3,-22.19,-48.79
67d080a44fc46d09f7f79277,Ciência de dados com python,livros,75.04,1.5800933158,2022-04-01,Bianca Santos,RO,2,cartao_credito,7,-10.83,-63.34
67d080a44fc46d09f7f79278,Micro-ondas,eletrodomesticos,677.31,33.6491589445,2022-04-01,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f7927f,Jogo de panelas,utilidades domesticas,268.49,14.8273892988,2021-05-01,Isabella Pereira,BA,5,cupom,1,-13.29,-41.71
67d080a44fc46d09f7f79280,Kit banquetas,moveis,394.53,21.533800584,2021-05-01,Felipe Santos,SC,5,cartao_credito,3,-27.45,-50.95
67d080a44fc46d09f7f79281,Celular Plus X42,eletronicos,2842.86,151.6568684382,2021-05-01,Bianca Santos,SP,4,cupom,1,-22.19,-48.79
67d080a44fc46d09f7f79282,Geladeira,eletrodomesticos,2405.84,129.5028576086,2021-05-01,Isabella Pereira,RJ,3,cartao_credito,2,-22.25,-42.66
67d080a44fc46d09f7f79283,Headset,eletronicos,98.2,2.8132936411,2021-05-01,Felipe Santos,RJ,5,cartao_credito,4,-22.25,-42.66
67d080a44fc46d09f7f79284,Ciência de dados com python,livros,58.61,4.0606540096,2021-05-01,Beatriz Moraes,PR,4,cartao_credito,1,-24.89,-51.55
67d080a44fc46d09f7f79285,Micro-ondas,eletrodomesticos,1034.13,55.5954159446,2021-05-01,Mariana Ferreira,SP,4,cartao_credito,4,-22.19,-48.79
67d080a44fc46d09f7f79286,Tablet ABXY,eletronicos,1642.22,85.0277136057,2022-05-01,Lucas Oliveira,SP,4,cartao_credito,6,-22.19,-48.79
67d080a44fc46d09f7f79287,Mesa de jantar,moveis,360.0,19.4520428834,2022-05-01,Thiago Silva,SP,2,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f79288,Sofá retrátil,moveis,895.8,45.2830941384,2022-05-01,Pedro Gomes,SP,5,cartao_credito,9,-22.19,-48.79
67d080a44fc46d09f7f79289,Cadeira de escritório,moveis,619.44,33.5144209995,2022-05-01,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f7928a,Mesa de centro,moveis,282.19,12.6102076249,2022-05-01,Pedro Gomes,MG,5,cartao_credito,1,-18.1,-44.38
67d080a44fc46d09f7f7928b,Tablet ABXY,eletronicos,1754.04,93.6804790483,2022-05-01,Rafael Costa,MG,5,cartao_credito,8,-18.1,-44.38
67d080a44fc46d09f7f7928c,Mochila,esporte e lazer,132.49,4.639132983,2022-05-01,Felipe Santos,BA,5,boleto,1,-13.29,-41.71
67d080a44fc46d09f7f7928d,Mesa de centro,moveis,277.62,15.0712066192,2022-05-01,Lucas Oliveira,SC,5,cartao_credito,1,-27.45,-50.95
67d080a44fc46d09f7f7928e,Cadeira de escritório,moveis,403.02,21.9907070783,2022-05-01,Juliana Costa,MG,1,boleto,1,-18.1,-44.38
67d080a44fc46d09f7f79295,Guarda roupas,moveis,607.71,32.8898337881,2021-06-01,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f79296,Boneca bebê,brinquedos,71.38,4.0895470723,2021-06-01,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
67d080a44fc46d09f7f79297,Dashboards com Power BI,livros,55.44,3.6390253647,2021-06-01,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
67d080a44fc46d09f7f79298,Guitarra,instrumentos musicais,818.58,41.1713614473,2021-06-01,Isabella Pereira,SP,5,cupom,1,-22.19,-48.79
67d080a44fc46d09f7f79299,Mesa de centro,moveis,214.27,11.9403374145,2021-06-01,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f7929a,TV Led UHD 4K,eletronicos,2366.39,123.58758751,2021-06-01,Isabella Pereira,MG,3,boleto,1,-18.1,-44.38
67d080a44fc46d09f7f7929b,Boneca bebê,brinquedos,78.61,4.4688719181,2021-06-01,Lucas Oliveira,MG,5,cartao_debito,1,-18.1,-44.38
67d080a44fc46d09f7f7929c,Cama king,moveis,897.42,48.0680411071,2021-06-01,Pedro Gomes,PB,3,cartao_credito,3,-7.28,-36.72
67d080a44fc46d09f7f7929d,Cama king,moveis,695.31,34.6076047932,2021-06-01,João Souza,SP,1,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f7929e,Mesa de jantar,moveis,317.11,17.1682794138,2022-06-01,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
67d080a44fc46d09f7f7929f,Cubo mágico 8x8,brinquedos,20.95,1.6466289991,2022-06-01,Isabella Pereira,PA,4,cartao_credito,10,-3.79,-52.48
67d080a44fc46d09f7f792a0,Xadrez de madeira,brinquedos,37.57,0.0,2022-06-01,Beatriz Moraes,SP,4,cartao_credito,8,-22.19,-48.79
67d080a44fc46d09f7f792a1,Bola de basquete,esporte e lazer,70.87,1.3580533608,2022-06-01,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f792a2,Celular ABXY,eletronicos,1490.52,83.8457446259,2022-06-01,Felipe Santos,MG,5,cartao_credito,5,-18.1,-44.38
67d080a44fc46d09f7f792a3,Bola de vôlei,esporte e lazer,79.7,4.5269111389,2022-06-01,Bianca Santos,MG,5,cartao_credito,6,-18.1,-44.38
67d080a44fc46d09f7f792a4,Cômoda,moveis,430.76,30.4922543858,2022-06-01,Thiago Silva,RJ,5,cartao_credito,4,-22.25,-42.66
67d080a44fc46d09f7f792a5,Copo térmico,esporte e lazer,72.03,5.2344961512,2022-06-01,Felipe Santos,CE,5,cartao_credito,8,-5.2,-39.53
67d080a44fc46d09f7f792a6,Corda de pular,esporte e lazer,13.3,0.0,2022-06-01,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
67d080a44fc46d09f7f792a7,Sofá retrátil,moveis,860.42,43.3992155757,2022-06-01,Rafael Costa,MG,5,cartao_credito,3,-18.1,-44.38
67d080a44fc46d09f7f792a8,Jogo de tabuleiro,brinquedos,183.79,10.0693904942,2022-06-01,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f792a9,Cubo mágico 8x8,brinquedos,12.83,2.0822742487,2022-06-01,Mariana Ferreira,SP,5,cartao_credito,7,-22.19,-48.79
67d080a44fc46d09f7f792aa,Boneca bebê,brinquedos,77.75,11.9419632143,2022-06-01,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
67d080a44fc46d09f7f792af,Dinossauro Rex,brinquedos,24.39,1.8297986502,2021-07-01,Bianca Santos,MG,4,cartao_credito,6,-18.1,-44.38
67d080a44fc46d09f7f792b0,Dashboards com Power BI,livros,46.87,0.0,2021-07-01,Beatriz Moraes,RS,5,cartao_credito,8,-30.17,-53.5
67d080a44fc46d09f7f792b1,Mesa de centro,moveis,238.81,13.2470185882,2021-07-01,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
67d080a44fc46d09f7f792b2,Mesa de centro,moveis,238.33,20.488406616,2021-07-01,Thiago Silva,RJ,5,boleto,1,-22.25,-42.66
67d080a44fc46d09f7f792b3,Jogo de tabuleiro,brinquedos,248.91,13.5424854904,2021-07-01,Rafael Costa,MT,1,cartao_credito,2,-12.64,-55.42
67d080a44fc46d09f7f792b4,Dinossauro Rex,brinquedos,19.59,0.0,2021-07-01,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f792b5,Cama box,moveis,664.41,32.9622727529,2021-07-01,Beatriz Moraes,PR,5,cartao_credito,1,-24.89,-51.55
67d080a44fc46d09f7f792b6,Geladeira,eletrodomesticos,3309.16,173.7872537772,2021-07-01,Mariana Ferreira,SC,1,cartao_credito,4,-27.45,-50.95
67d080a44fc46d09f7f792b7,Smart TV,eletronicos,2179.74,116.3477233708,2021-07-01,Mariana Ferreira,DF,5,cartao_credito,1,-15.83,-47.86
67d080a44fc46d09f7f792b8,Cadeira de escritório,moveis,496.37,27.3700570508,2021-07-01,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f792b9,Iniciando em programação,livros,56.9,3.560858347,2021-07-01,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f792ba,Corda de pular,esporte e lazer,26.63,1.9490719113,2022-07-01,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
67d080a44fc46d09f7f792bb,Lava louças,eletrodomesticos,1567.6,84.0010885515,2022-07-01,Bruno Rodrigues,SP,1,cupom,1,-22.19,-48.79
67d080a44fc46d09f7f792bc,Celular ABXY,eletronicos,1594.69,82.4968840951,2022-07-01,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
67d080a44fc46d09f7f792bd,Guitarra,instrumentos musicais,955.2,51.1446522815,2022-07-01,Lucas Oliveira,RS,3,cartao_credito,1,-30.17,-53.5
67d080a44fc46d09f7f792be,Blocos de montar,brinquedos,44.17,2.640696431,2022-07-01,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
67d080a44fc46d09f7f792bf,Celular Plus X42,eletronicos,3386.44,177.9021812878,2022-07-01,Larissa Alves,SP,4,cartao_credito,8,-22.19,-48.79
67d080a44fc46d09f7f792c0,Xadrez de madeira,brinquedos,31.39,0.0,2022-07-01,João Souza,RS,2,cartao_credito,5,-30.17,-53.5
67d080a44fc46d09f7f792c1,Headset,eletronicos,281.02,15.2465954871,2022-07-01,Mariana Ferreira,MS,5,boleto,1,-20.51,-54.54
67d080a44fc46d09f7f792c2,Modelagem preditiva,livros,105.99,3.2280877057,2022-07-01,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
67d080a44fc46d09f7f792ce,Cama box,moveis,644.88,31.922359007,2021-08-01,Larissa Alves,TO,3,cartao_credito,5,-9.46,-48.26
67d080a44fc46d09f7f792cf,Lava louças,eletrodomesticos,1304.52,67.0462045436,2021-08-01,Beatriz Moraes,RS,5,cartao_credito,5,-30.17,-53.5
67d080a44fc46d09f7f792d0,Geladeira,eletrodomesticos,2779.44,148.5279228476,2021-08-01,Bruno Rodrigues,RJ,5,cartao_credito,4,-22.25,-42.66
67d080a44fc46d09f7f792d1,Smartwatch,eletronicos,269.3,14.6225407456,2021-08-01,Juliana Costa,RJ,5,cartao_credito,5,-22.25,-42.66
67d080a44fc46d09f7f792d2,Poltrona,moveis,280.79,15.6382349209,2021-08-01,Camila Ribeiro,RJ,5,cartao_debito,1,-22.25,-42.66
67d080a44fc46d09f7f792d3,Sofá retrátil,moveis,903.89,49.017838409,2021-08-01,Juliana Costa,SP,1,cartao_debito,1,-22.19,-48.79
67d080a44fc46d09f7f792d4,Lavadora de roupas,eletrodomesticos,1673.59,95.4932470308,2021-08-01,João Souza,SP,1,boleto,1,-22.19,-48.79
67d080a44fc46d09f7f792d5,TV Led UHD 4K,eletronicos,3158.33,175.973580586,2021-08-01,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f792d6,Jogo de panelas,utilidades domesticas,258.57,11.3525136834,2021-08-01,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f792d7,Modelagem preditiva,livros,101.54,14.5010858917,2021-08-01,Rafael Costa,DF,3,cartao_credito,4,-15.83,-47.86
67d080a44fc46d09f7f792d8,Guarda roupas,moveis,697.32,37.4133180887,2021-08-01,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f792d9,Guitarra,instrumentos musicais,946.34,47.9741970936,2021-08-01,Felipe Santos,SP,2,cartao_credito,3,-22.19,-48.79
67d080a44fc46d09f7f792da,Faqueiro,utilidades domesticas,72.62,1.4512355961,2021-08-01,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
67d080a44fc46d09f7f792db,Lava louças,eletrodomesticos,1604.75,85.9792142893,2021-08-01,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f792dc,Iniciando em programação,livros,41.11,0.0,2022-08-01,Thiago Silva,ES,1,cartao_credito,1,-19.19,-40.34
67d080a44fc46d09f7f792dd,Smartwatch,eletronicos,237.47,14.2973574466,2022-08-01,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
67d080a44fc46d09f7f792de,Guitarra,instrumentos musicais,1115.85,57.0000946391,2022-08-01,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
67d080a44fc46d09f7f792df,Jogo de copos,utilidades domesticas,45.01,2.9277516169,2022-08-01,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
67d080a44fc46d09f7f792e0,Corda de pular,esporte e lazer,10.08,1.0629946648,2022-08-01,Bianca Santos,RJ,1,cartao_credito,1,-22.25,-42.66
67d080a44fc46d09f7f792e1,Boneca bebê,brinquedos,51.46,0.0,2022-08-01,Pedro Gomes,CE,5,cartao_credito,1,-5.2,-39.53
67d080a44fc46d09f7f792e2,Blocos de montar,brinquedos,39.27,0.0,2022-08-01,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
67d080a44fc46d09f7f792e3,Bicicleta,esporte e lazer,928.16,47.0061667864,2022-08-01,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
